,repo,commit,message
99,puppet-ironic,36a824202e5cb802ce437b643a2c3f7d5b8cdb8e,"Add deploy_callback_timeout parameter

Change-Id: I30fef88b425c2729acf860d489e9fb6a493c5a4e
"
100,puppet-swift,a8ef5f69060adda86433ff2de4c761a0f86f68c3,"Format IPv6 address for ring device

The IPv6 addresses in ring_*_device resource names should be surrounded
by []. This ensures the address is properly formatted when the resource
is define in swift::storage::node.

Closes-Bug: #1997295
Change-Id: I390f3c7bbfbbbc7217f81e8a0312e5db201ef409
"
101,puppet-swift,be26baa863c473ae139deb0587a37fa0a97dc2d5,"Remove logic for CentOS < 9

... because RDO supports CentOS Stream 9 (aka CentOS 9) only since Zed.

Change-Id: I9f1faaaf8481da40992e5ccf3cc0c7a66f4811ea
"
102,puppet-swift,911919e5a5fca9bd1f8fe67f66aad51cf899822b,"Restrict access to the mount base directory

The swift processes does not require write access to the mount base
directory (which is usually /srv/node), thus the directory can be owned
by root. This is more consistent with the current installation guide
of Swift.

Change-Id: I6da122c569e7a66a1933b7483fb8cf68a40dd94f
"
103,puppet-swift,41ca173193d1ef91d6367b4cf9ee0039019b672b,"Prohibit write to the mount directory

This change makes the root user, instead of the swift user, own
the mount path where the data disk is mounted. This allows us to
prevent the swift processes from writing files.

This follows the current installation doc(eg. [1]) which suggests
chown AFTER mounting the disk device.

[1] https://docs.openstack.org/swift/latest/install/storage-install-rdo.html

Change-Id: I1a612fcf658da8ed0cb1dc51fa5e534dc0341241
"
104,puppet-swift,7e821025b2c171991eb93dd88a1e68ca2e66d74f,"authtoken: Remove deprecated auth_plugin

The parameter was deprecated during Victoria cycle[1] in favor of
the auth_type parameter.

[1] 5722f7149c678fcb79cf792a9eda53537e080cb8

Change-Id: Ibc261c2e2ba9fa9ba547ad5d0f736c1b7230c579
"
105,puppet-swift,b22daabdc25e81502a304318eb50408a9e2eb5a8,"Merge ""authtoken: Accept array for service_token_roles"""
106,puppet-swift,2391c0062a3b0761e02bd714a10753dc5d8db4c3,"authtoken: Accept array for service_token_roles

... because the parameter is ListOpt.

Change-Id: Ic436aeb90c3e592895112320e4342c0ad3d018ff
"
107,puppet-glance,493c8289005ccdb62461746b5fb00edab19b38cd,"Remove parameters for native ssl support

These parameters were deprecated during the previous cycle by [1] and
have had no effect. These parameters are not really used by recent
glance.

[1] 2a2f349d8a1f0426f77bdbea6c70a316b4c3daa0

Depends-on: https://review.opendev.org/865924
Related-Bug: #1965776
Change-Id: Ia24b57966f6d8aee5cfa56cfe3496f1d81924ea1
"
108,puppet-glance,b3327ff10ed5edcb1974455cad5b87c58481fbea,"Install python-ceph/rbd before starting glance services

The python-ceph/rbd package is required so that glance services can
access to its ceph backend. This change ensures the package resource
is tagged with the glance-support-package tag so that the package is
always installed before starting glance services.

Change-Id: I0df179dccc95fd4d617eb1b39d921ecc4a6d7bee
"
109,puppet-glance,0176638d47165b670824d1eee053caac9228d218,"Merge ""Deprecate support for [DEFAULT] cache_prefetcher_interval"""
110,puppet-glance,89857141d1e3ecb90ee18d61bcdd3af6003de878,"Deprecate support for [DEFAULT] cache_prefetcher_interval

... because the parameter was already removed from Glance.

Depends-on: https://review.opendev.org/c/openstack/glance/+/842070
Change-Id: I6a8029e9f85ef0511fe52292901fc66fc437b57b
"
111,puppet-glance,dd07fa723c550255bcf28955aba36eb0c6a329bc,"Merge ""Fix dependency to purge default vhost config"""
112,puppet-glance,44b2311a4aea9b18c55498879bf673619fe465e2,"Merge ""Remove redundant class inclusion"""
113,puppet-glance,709b83b390a747beb55b08c6cf3477a5ca231264,"Add new option for api: public_endpoint

When running glance-api behind a proxy or load balancer that hides
glance behind an extended base URL, it is necessary to provide
information about the base URL to glance-api to ensure that clients
know where to pass subsequent requests.

Change-Id: I9bebee01c2580f0500a069f5ab57ac2a8c329389
"
114,puppet-glance,f1bf1ab360d2025c0081cc51092ac466483c3946,"Fix dependency to purge default vhost config

It turned out defining dependency for openstacklib::wsgi::apache
doesn't properly enforce resource order and the default vhost file
is not purged properly.
This change adds the more explicit dependency to enforce the order
properly.

Change-Id: I3c9afa0d9b0ef37ab56dd17136e4700b914de501
"
115,puppet-glance,b1a6e9c61e7ab196ed7fbce91f8203729c8a7af3,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the standard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: Ic19381c0beeca3c7b62db6345157cd6aab5b3105
"
116,puppet-glance,ab56cfb33a6d3d03ed0ea45daf2826c3d05638d8,"Remove redundant class inclusion

The apache class is already included by the openstacklib::wsgi::apache
defined types and the apache::wsgi class and the apache::ssl class is
automatically included by the apache::vhost defined type.

This removes the redundant inclusion of these classes.

Change-Id: If132d46ec1929ed56e16a9b615010ea0535282ba
"
117,puppet-glance,33f273f41610fe567b5f59458903af8eaa8607c3,"apache::vhost::priority should be Integer

This change fixes the left over of [1] and makes sure the priority
parameter is an integer value, according to the type validation in
puppetlabs-apache 8.0.0 .

[1] 23584e89becb3920287c8dc2effb2d76c666f623

Related-Bug: #1983300
Change-Id: I6a47f32dbfc8a6c10bc9535d1208bf16a8470a08
"
118,puppet-glance,3aa1e7697d408043259e67f588ed94ce22b8b51c,"Remove deprecated keymgr_* parameters

These were deprecated during Xena cycle in favor of the new separate
classes to customize key manager[1].

[1] bc7651fa5f7d622616c8634a55c9339306583c23

Change-Id: Id3395fd58cbdd7e686a08c8369cd38c3e322628b
"
119,puppet-glance,b91d905887031d144ea86ddac446efe139dfb29d,"Remove deprecated glance::os_region_name

It was deprecated during Ussuri cycle by [1].

[1] 9e82f598ad86d99a5bc356ba5c118a52a1d5d9bc

Change-Id: Iab8fe79beedbe8cae0a5e6f6bd7c8a0b2d1e74c0
"
120,puppet-glance,e18968ed1b213f73bb0e900d08485f82bbc88c7d,"Remove deprecated rabbit_notification_exchange parameter

This parameter was deprecated during Yoga cycle[1] because it has been
invalid.

[1] 8bb784d524b90b9d9b69a89b1b39762ea669745b

Related-Bug: #1955510
Change-Id: I412625e9c741a20c3661f6a2ae17b6e16788b60a
"
121,puppet-ceilometer,834d9a6780c33233cef141a7b6007dbfe527ae08,"Remove implementations to set up Ceilometer DB

Ceilometer no longer requires its own database since metric/event
storage was offloaded to Gnocchi/Panko. These implementations were
formally deprecated during the previous cycle[1] so can be removed.

This also updates the outdated example manifests to adapt to
the removal and the recent refactoring.

[1] 60882c29dff6b5302d982eaf79796913c4a8bea9

Change-Id: Id18b9221703eda9311b81c5a5dfdd41cc68f5424
"
122,puppet-ceilometer,6d780115877567c35cde91c861a4cfa9cde9b83a,"Remove parameters for [hardware] options

... because these parameters were deprecated during the previous
cycle[1] and the feature has been removed from Ceilometer already.

[1] e5ce40b16d7534a917416cb2e5f3669336fc816f

Change-Id: Ibaba550aa9a13c7b1afb62970e391c1d4beb2f08
"
123,puppet-ceilometer,b00000fb86e2882c11fb399d9adf410812a895bd,"Add new parameter `tenant_name_discovery`

Enabling this parameter will identify user and project
names from the polled metrics [1].

These details are collected by making additional requests
to keystone service, depending upon the scale of environment,
number of projects/users and the count of metrics polled in
every iteration, enabling this could overwhelm the keystone
service.

[1] Iee5dbf09a1fd3ac571746fc66d2683eb8e6a1b27

Depends-on: https://review.opendev.org/852948
Signed-off-by: Yadnesh Kulkarni <ykulkarn@redhat.com>
Change-Id: I045c7cd7a86d0f7f97a9078cbfc74353dcff0eb8
"
124,puppet-ceilometer,1dcdea2e622dbbe5b49ce1991cea9db322270dfd,"Forcefully purge [hardware] readonly_user_* parameters

This is follow-up of e5ce40b16d7534a917416cb2e5f3669336fc816f and now
enforces that the parameters are removed from ceilometer.conf because
these were already removed from ceilometer and no longer used.

Depends-on: https://review.opendev.org/840808
Change-Id: I4d9196133ead84d4b388929231ce970882fcaaa6
"
125,puppet-ceilometer,f42458bfe61cc6d4b5a4a184ace5a82003b0fb04,"Remove deprecated notificaton_workers

... because the parameter was deprecated during Wallaby cycle[1] in
favor of the new workers parameter.

[1] 15921006c595ff705be40c02d324a387c92a4339

Change-Id: I787bbe850cfcca737b9ad9de5db676b868549f2e
"
126,puppet-ceilometer,2f053934da8ee09b694eebf55327a2921356e75a,"Remove deprecated ceilometer::agent::polling::coordination_url

... because it was deprecated during Xena cycle[1] in favor of the new
ceilometer::coordination class.

[1] 1155b41db051e95e9246aa02eed2205f1f0f845a

Change-Id: I0885b79bd83bcc3b41b8da0bd0fd00f29d176f13
"
127,puppet-ceilometer,60882c29dff6b5302d982eaf79796913c4a8bea9,"Deprecate classes to set up Ceilometer DB

Since metric/event storage was offloaded to Gnocchi/Panko, ceilometer
no longer requires its own backend storage.

Change-Id: Idf9904e7e8f1b5eca3f25cd37fb83e9adbca0995
"
128,puppet-ceilometer,a8e2dc6891cc36209d947da06137cd450e9711af,"Clean up deprecated cache parameters

These parameters were deprecated during Yoga cycle[1].

[1] a7cf7060ddfeab7440bf2e84522d220014c10bd8

Change-Id: I0358678a9298dfceb9c4ebf918ef334f0f5e496d
"
129,puppet-ceilometer,7d3af77f010fa6c1921ae6b1d4b7fc903f7b62da,"Fix typos in parameter descriptions and tests

Change-Id: Id17358fce48468284f162a6de35840d439871cd5
"
130,puppet-ceilometer,eafc9088718239b6b9b4a8a579c4588dfb7d10af,"Refactor service user/group management

This change refactors how the ceilometer service user and group are
managed.

- The ceilometer service user and group are created by the common
  package. While the user resource should still be declared to manage
  its group membership, we don't need the group resource.

- Introduces the configuration knob to disable user/group management.
  This would be useful in the case where all service users are
  declared externally.

Change-Id: Iaabe5b02f0ebd782debd0f3ca41e2fdafbf9c80f
"
131,puppet-ceilometer,e5ce40b16d7534a917416cb2e5f3669336fc816f,"Deprecate support for [hardware] options

... because these options were deprecated during the Yoga cycle when
GenericHardwareDeclarativePollster was deprecated[1].

[1] d10f6ca32fd9dfe5100cb54531adb4bba866edf8

Change-Id: I2bf6423d54234822b05a1a22f3cc29d0f7a3c1e7
"
132,puppet-ceilometer,2c48365980cd93de53aa17f25dc2531c8bcbfc6e,"polling: Ensure unused parameters are cleared

... instead of leaving the parameters unmanaged.

Change-Id: I0eeb25b131385ad4448fc8cec04efbdce0b7d87a
"
133,puppet-octavia,6840de653f717ccb715d362dd4f054c8e57ec8ae,"Add support for [controller_worker] amphora_delete_* options

... so that users can tune these options using the native class
parameters.

Change-Id: I13fb52a3f8e0e3237013da2c42c7b8baf322a006
"
134,puppet-octavia,edf3a4b38dcbcc1dcf727ff5687908cbeb5976f5,"Drop redundant class inclusion check

The include function should be handle the case when the class is
already included in the catalog, and it does not fail in case the class
is already included by resource-like declaration.

Change-Id: Iae52c40aba07cf2cba49bca885bbaa33f8451ccf
"
135,puppet-octavia,501e54596ea1e694bd0aa1a98b12b157fb53d229,"Add health_manager::failover_threshold parameter

This parameter was added in Zed as part of the Failover stop threshold
feature [0]

[0] https://review.opendev.org/c/openstack/octavia/+/656811

Change-Id: I637e89a794203c393c50728b42666a0d2a104849
"
136,puppet-octavia,540e2e0571adee17a3170d49c8a5d023e46032de,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the srandard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: I620b9cea87b3bde5777dc8e83e9d8a57440f00b1
"
137,puppet-octavia,49b37d5fd6931e98b000ccf07c77cb9d2c4847f9,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: I1c4a1af57f090cfd0d2edeca897ee23e50203d12
"
138,puppet-octavia,fcd1225ae6c2d4ca546a71a63c7cc0eadb2a3a1f,"Support customizing ssh key type

This change introduces a few new parameters to customize type of
the ssh key automatically generated. This is required especially in
recent operating systems like CentOS 9 which no longer allow RSA key
by default.

Closes-Bug: #1986651
Change-Id: I73f8b584ac228a0ba65b531c2e8d9f6495d63ad2
"
139,puppet-octavia,e475e44add5d2b236df342e569b7cac8c478893c,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I9e66709c40d1c1d1bd1419e92544e005fdb8f7ef
"
140,puppet-octavia,6f1330551977b2afca906f5d00e726cd83e724f6,"Merge ""Allow (more) customization of amphora log offloading"""
141,puppet-octavia,9e4f26e62688ac18a83f54d7ead330a2dfe579d4,"Add support for audit middleware options

Change-Id: Ic65828ddf8a8631e5ce1db56cd50aeda3eeb9656
"
142,puppet-octavia,dc69ce8b494a53e64c0fff6f85bc4196ee79e8d5,"Validate octavia::health_manager:heartbeat_key only if it is set

... to avoid the following warning.

validate_legacy(validate_string) expects a String value, got Undef
at [...]

This also fixes the wrong logic to detect usage of the deprecated
heartbeat_interval parameter.

Change-Id: Ic914e3164ea648e502ce51d213e1f3f9962dcb9c
"
143,puppet-heat,8e4ba4e77b1bc20cae7f2d86e9b393f04eae5aa9,"Fix usage of non-existing parameter in example

The heat::sql_database parameter no longer exists.

Change-Id: I066634fe94cfe2503a0c5fc8ed6ac3dae374f427
"
144,puppet-heat,3a8ae230ccd0e0069bb55e1bba4b9efeb1e3315e,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the standard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: Icec870fce75185f2ca902c565dd94c467b9f6638
"
145,puppet-heat,bd92c63d41f422a8e2401b84f083aadc650a646f,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Idb3d73309588a7436cd2e067121119c5878eee18
"
146,puppet-heat,1516806fc5d885e297e6d5c4bd06f31db5d50e86,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I2df44be85cb73144ce45b8f5bea2ccba64d0be86
"
147,puppet-heat,73c888a69b1a2325d320f755f6e4afff5696f30a,"Merge ""Expose headers option of apache::vhost"""
148,puppet-heat,51cfa309452f84682c6ce375ec6f7b37a990e6b4,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

Change-Id: I2c527b5511db04f9daa7f605b565a567599b5431
"
149,puppet-heat,82809e909572218a67ecd7d927fce2e669e3b7b6,"Fix typos in parameter descriptions and tests

Change-Id: I4b368e030e207beabb1d69b9c5079d34aa494856
"
150,puppet-heat,98c92fe15ce0e0557e85fff20ecf809f7607ef54,"Ensure [DEFAULT] deferred_auth_method is purged

... instead of left unmanaged. The parameter was deprecated a while ago
but is still valid in Heat.

Change-Id: I13c7c869855c60c9db1ca57772a2c0989b511e94
"
151,puppet-heat,68ec6e99d3d515ba203c8c1d1784daeea4825833,"Remove deprecated heat::max_stack_per_tenant

... because it was deprecated during Xena cycle by [1].

[1] e79e74cd089622bc33ebcc0ceb2bb17c398e216f

Change-Id: I3806ab51e6593a9e00172af6b1eb02d9812fcf72
"
152,puppet-heat,058565693733bb058af2e627b8999cc7acefcc75,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I6bd11a340b8623b45da7284e52ee505ea6870562
"
153,puppet-heat,ec9c6317ffdc16e93ef77be39a273b64279d18c6,"Support tuning batch size of DB purge operation

The heat-manage purge_deleted command supports customizing batch size,
number of stacks to delete by a single transaction. This change adds
the new parameter to customize the parameter.

Change-Id: Id980c6f975f22baa305d3cd84378c98b3e9f84f2
"
154,puppet-heat,0d043d793fa9eb83e87cb008b073329bb063bfb1,"Support more clients configurations

This change introduces support for [clients] parameters and
[clients_<service>] parameters, which determine behavior of service
clients used by heat for communication with the OpenStack services.

- Implementation of heat::clients::<service> are generally same.
  Only cinder, heat, keystone and nova provides additional parameters.

- The existing parameters in the base heat class are deprecated in
  favor of the new classes.

Change-Id: Icdf4f0201dd1e5f93a450473709851977ec20034
"
155,puppet-aodh,551bf848e1bde8a89a44b2fd029d6f82748aae85,"Remove cleanup of [DEFAULT] evaluation_interval

This logic was added during the previous cycle by [1].

This old parameter should be removed when a deployment is upgraded to
Zed, thus we no longer need this cleanup beyond Zed.

[1] c58c36d92741bd41fda663d5765d9136399a77b5

Change-Id: Ic791e5b597d4b702241d7938ed8d0c0f37f2e7ff
"
156,puppet-aodh,86d8f81e0d815e125920fef0afeb9e37bbb43b91,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the srandard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: Ie874d47e7c9c37da642c2cc5d9c46e385e7cc176
"
157,puppet-aodh,c8c59f1e9aabffeceaf85ead3590eea90ee98d86,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: I16c7a6407d647a25d6093239b30845a212202a5c
"
158,puppet-aodh,99307d1bf126daa107bd83455e1206fce3464e57,"Merge ""Adapt to new type validation in puppetlabs-apache"""
159,puppet-aodh,97682cfa99b013d149f232e9075acd9f3f45140a,"Remove deprecated aodh::evaluator::coordination_url

... because it was deprecated during Xena cycle[1] in favor of the new
aodh::coordination class.

[1] 16091c8dd6f97f55fb7875e7843f3de7017a99ce

Change-Id: I0e11987c7d121b2fb639274ed60181c56ce4f6d1
"
160,puppet-aodh,976196bce37726419ff50113d65041ff0dff8f56,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I9261c53fdb930fd9ff5e2c06e91eb312d665bb9a
"
161,puppet-aodh,0c8d02c75887decca516d93ef33f887d66cd0817,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I857407802617087f75334c8357055250dcd4cef5
"
162,puppet-aodh,8b29e4b5ab9131c5dd16a434a477e5edf2141531,"Fix typos in parameter descriptions

Change-Id: I643cc6b6cc85c1c3fc9d4803ebbf56ed1c40da5c
"
163,puppet-aodh,c58c36d92741bd41fda663d5765d9136399a77b5,"Update section of the evaluation_interval parameter

The evaluation_interval parameter in the [DEFAULT] section has been
deprecated and it was migrated to the [evaluator] section.

This change updates the parameter section accordingly.

Depends-on: https://review.opendev.org/837864
Change-Id: If41e9e21771ea236ec18379790fe5427dcb6e8af
"
164,puppet-aodh,cc2cec0491b1bd647b86521609e19bb256c1a40d,"coordination: Remove deprecated heartbeat

The parameter was deprecated during Yoga cycle[1] in favor of the new
heartbeat_interval parameter.

[1] 49eb825204860d8465158a41c84f6af558a67b41

Change-Id: I03d217663445001fc48f9192774ae6b680d2d7f9
"
165,puppet-aodh,4ec7119fc643ac372edd74d5d1b914dcda40f84e,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I0f05258885570637aa9d53b2d6a69c1756f375e9
"
166,puppet-aodh,9400853421a8f1ef4c11646d9a89b8d8a8a19d09,"listener: Add support for tunable parameters

Change-Id: Iaa9199dde153cfd218171a0b23c724bad421529c
"
167,puppet-designate,d9634ff74a9393ac7e665bdc5ed7ab6cd0591d75,"Remove cleanup of [service:api] max_header_line

... because the logic was added during the previous cycle[1] and
the option should be removed when a deployment is upgraded to Zed.

[1] f39567e17b6e98a4cdf15608756a5463df32de39

Change-Id: Iecc650fe94846a2f643ff2bf0b613026a1fb6570
"
168,puppet-designate,6aeb861a3d2ce9245f6de22796bef13a910aff1c,"worker: Remove deprecated worker_topic

The parameter was deprecated during the past cycle[1] in favor of
the new worker parameter.

[1] b3f265888674a6136890287365e3a34bf45484ce

Change-Id: I02673fe8ec9749c98f2381ab6b2bbe0c1093b576
"
169,puppet-designate,a0bd6bdc9208e2e2db3849a03cb2d32304ed015d,"Merge ""Remove redundant hard-coded defaults of oslo.messaging parameters"""
170,puppet-designate,91a6bd2a6fc856031dce1427b58c2619ae17191c,"Remove redundant hard-coded defaults of oslo.messaging parameters

These define same values as the default values in the oslo.messaging
library, thus can be replaced by $::os_service_default.

Change-Id: I7da6736c7a47ebdc988bc8e0d7274cba873f72c6
"
171,puppet-designate,86766620b8481b243076e664b45de2da093eed6e,"Add support for [DEFAULT] supported_record_type

Change-Id: I566dca39f9d0d9b85f33a30a593f08000f705baf
"
172,puppet-designate,3d68d191e209a198c25feadd5c597d55021c572c,"Add support for [DEFAULT] default_ttl

Change-Id: I3f53227902caebd6131d2ed4e1f0b5bc1dc2edcd
"
173,puppet-designate,54545aacb64d7419f2e2d3c2b756eab29a050046,"Add support for [DEFAULT] host

... so that users can override this parameter to use static hostname
rather than the one deteted by socket.gethostname().

Change-Id: I909e40692aaa2b7a23a0efe8ff5a0392e8fe7293
"
174,puppet-designate,a45b62e2139941c49e7079968793965108abc6b3,"Remove deprecated behavior of enabled_notification_handlers

Handling of a false value was deprecated during Yoga cycle[1].

[1] f87bd126b0247112e3c130e1397484ba17b5647f

Change-Id: I9d96ba4bf12dd4c093aba55d7916598ff24f3327
"
175,puppet-designate,406a78f867a858e1c6bea7b8ee943c2ff00a607d,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the srandard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: Ia9334d11a46b1e23532e112665ef6d2c5375eabe
"
176,puppet-designate,59a16624b79d19bd294de88a5573f121e2775c96,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Idaddbca1acb1daafbf5381fc2e19f7db4748bbea
"
177,puppet-designate,01e72cbb9a0ab7310f2ac4f7a10caf880f86a41f,"Remove deprecated designate::neutron_network_type

The parameter was deprecated during Yoga cycle in favor of the separate
class to manage network_api:neutron parameters[1].

[1] 09a2c6b46c5ba02f8290904dca195329f2ebeafb

Change-Id: I31f52fcda46c33bf0163733aece4fd1279f63cc7
"
178,puppet-designate,4f2583ebe17ea6d9d099075ad271f7d16f3930e8,"Clean up deprecated parameters of designate::worker

This change removes the two ineffective parameters which were
deprecated during Yoga cycle in favor of the refactoring work[1].

[1] 913b9a5af480794c3d2518c17e53fe1a427c5627

Change-Id: I103433bcfa4227422f7daf2daa565cd32bde6d55
"
179,puppet-designate,b8ddf2b1f3f43b4e3ccbc50ad2f3d0d5aa0e662d,"Remove deprecated designate::worker::worker_notify

... because the parameter was deprecated during Victoria cycle[1].

The actual parameter was already removed from Designate by [2].

[1] 3134f475ab516887d25792764bd4cd7e3bff6d9f
[2] 5d5d83e511acbf5d6f34e9a998ff16d96c5bb162

Change-Id: I9eb1e7d7e2463d21a52b347ccc8e8b1da9b975fc
"
180,puppet-designate,d4550c5b6e0e4d3d60d03d3945ce6e221d1b5d65,"Remove deprecated designate::producer::backend_url

... because it was deprecated during Xena cycle[1] in favor of the new
designate::coordination class.

[1] 823d409fe8ef56bb5be931791c5624bd70df0e26
Change-Id: I564ef6ec944c4b0f4a48fe99db2aade54e7f684c
"
181,puppet-designate,19fdf5e0f77ac4f8477994ff500ae32dd5fb26ed,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I76f58c4e79a415ec26d2747e14516b108ce90248
"
182,puppet-designate,5d9b0ede4ea598c4af7e39d37d1400259911f163,"Merge ""Enable policy settings in designate-api"""
183,puppet-designate,20d78340cf4e421b404b18659c23d0122b1b2616,"Fix wrong variable used to determine designate api service

Closes-Bug: #1982794
Change-Id: I9140547a2f2a8d6fd8999394333c7d29fdd9cde0
"
184,puppet-trove,8838f7fa8c6c3b900f636878fcabeb9446c92cd9,"Remove trove::default_neutron_networks

... because the parameter was deprecated in the past cycle by [1].

[1] 74881548a4315b09fa9488a94a70fa865b7b5d42

Change-Id: I7b12225aa82a05bcb978a3b6adc975c3a5d6c75c
"
185,puppet-trove,d76efc7787bdf8a840f41453edf3b2aa3386efc2,"Remove deprecated trove::guestagent::control_exchange

The parameter was deprecated long ago[1] and has had no effect.

[1] 7cb103c17ff121de8f852988f356386fcf4229f1

Change-Id: I1e7f54ae462e72866d03a2ea7f00e656e68db513
"
186,puppet-trove,4d59d16be52af313d006550a9e8b5cb612fdd3b3,"Remove resource types for per-daemon config files

Since yoga relase, this module no longer uses separate config files for
individual daemons but use the single trove.conf [1].

This change removes the remaining resource types for the separate
.conf files, which should have been removed by the cleanup patch[2].

[1] f1c11c68d56e4f1ad5125fa0df04ab91d929cd33
[2] 4d87fa2c694adb33607fa33273faa849792351b1

Change-Id: I66c1ccedc2ef1a73b5ee3f053b843e97be0d59b4
"
187,puppet-trove,f28094de5307f6db55d2c8a6248e6b1938a915b3,"api: Remove redundant default values

These default values are same as the actual default values in Trove,
thus we can replace these by $::os_service_default. This saves us
from maintaining our own default.

Change-Id: I557a919be3496d5314baec303764b7e8b99ed2de
"
188,puppet-trove,df1c3e258ee664c3dacf11c72cf263ac38e56b80,"Avoid hard-coding default of http_*_rate parameters

The current hard-coded default values are exactly same as the default
values in Trove, thus can be replaced by $::os_service_default.

Change-Id: I241355d278f23ac05f42ef0150f41cc2a5795abb
"
189,puppet-trove,74881548a4315b09fa9488a94a70fa865b7b5d42,"Rename default_neutron_networks

... because the parameter was deprecated in favor of renaming to
the management_networks[1].

Also, allow usage of an Array value because the parameter is ListOpt.

[1] 44fbcfaaa608aba9184bd8757ba60c6a8155bae1

Change-Id: I4f8215995d098654d9303b54b5687552e94b23b7
"
190,puppet-trove,7d5e85200aae972efece21b7779a1e5065490a34,"Remove deprecated database options

... because these options were deprecated during Yoga cycle[1].

[1] a1f85ce1ef33f2d1f8c9bfe89e84d4f8a32248c0

Depends-on: https://review.opendev.org/842828
Change-Id: I6e7402bacd8ca23abda39d9fb3330cface5da288
"
191,puppet-trove,18a4e46704df2cd83f407f6bee57de3922e926a1,"Remove use_neutron parameter

... because it was deprecated during Yoga cycle[1] and has had no
effect since then.

[1] ddb0f14f95156c483c499fe95982d2e5777b236f

Change-Id: Ib9eab7d3c174c11932afb05c66138dfe3cbf5a7c
"
