,file_,XCM
248,fuel-plugin-lcm/deployment_scripts/puppet/manifests/check_stats.pp,Initial data
249,fuel-plugin-lcm/deployment_scripts/puppet/manifests/database.pp,Initial data
250,fuel-plugin-lcm/deployment_scripts/puppet/manifests/foreman.pp,Initial data
251,fuel-plugin-lcm/deployment_scripts/puppet/manifests/haproxy.pp,Initial data
252,fuel-plugin-lcm/deployment_scripts/puppet/manifests/hiera.pp,Initial data
253,fuel-plugin-lcm/deployment_scripts/puppet/manifests/keepalived.pp,Initial data
254,fuel-plugin-lcm/deployment_scripts/puppet/manifests/lcm_update_hosts.pp,Initial data
255,fuel-plugin-lcm/deployment_scripts/puppet/manifests/nsm.pp,Initial data
256,fuel-plugin-lcm/deployment_scripts/puppet/manifests/puppet.pp,Initial data
257,fuel-plugin-lcm/deployment_scripts/puppet/manifests/r10k_deploy.pp,Initial data
258,fuel-plugin-lcm/deployment_scripts/puppet/manifests/r10k_init.pp,Initial data
259,fuel-plugin-lcm/deployment_scripts/puppet/manifests/r10k_webhook.pp,Initial data
260,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/init.pp,Initial data
261,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/puppet_master_status.pp,Initial data
262,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/check_stats.pp,Initial data
263,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/database.pp,Initial data
264,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/foreman.pp,Initial data
265,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/haproxy.pp,Initial data
266,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/hiera.pp,Initial data
267,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/keepalived.pp,Initial data
268,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/lcm_update_hosts.pp,Initial data
269,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/nsm.pp,Initial data
270,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/puppet.pp,Initial data
271,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/r10k_deploy.pp,Initial data
272,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/r10k_init.pp,Initial data
273,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/tasks/r10k_webhook.pp,Initial data
274,fuel-plugin-lcm/deployment_scripts/puppet/modules/plugin_lcm/manifests/wrapper/firewall.pp,Initial data
275,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k/manifests/config.pp,Initial data
276,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k/manifests/init.pp,Initial data
277,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k/manifests/make_env.pp,Initial data
278,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/config.pp,Initial data
279,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/init.pp,Initial data
280,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/install.pp,Initial data
281,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/install/apache.pp,Initial data
282,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/install/files.pp,Initial data
283,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/install/ruby.pp,Initial data
284,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/install/user.pp,Initial data
285,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/install/yum.pp,Initial data
286,fuel-plugin-lcm/deployment_scripts/puppet/modules/r10k_webhook/manifests/params.pp,Initial data
287,fuel-plugin-swift/deployment_scripts/puppet/manifests/controller.pp,"Add rebalance script and cron job

  - $swift_nodes are only storage nodes now
  - Haproxy on controller nodes has standalone swift as backend so standalone swift works out of box now
  - Add configuration options to Fuel UI

Change-Id: I30f2f4889b06f92d0b5ed4101beb6b794700d3d0"
288,fuel-plugin-swift/deployment_scripts/puppet/manifests/rebalance_cronjob.pp,Add rebalance_cronjob.pp
289,fuel-plugin-swift/deployment_scripts/puppet/modules/standalone_swift/manifests/controller.pp,"Add rebalance script and cron job

  - $swift_nodes are only storage nodes now
  - Haproxy on controller nodes has standalone swift as backend so standalone swift works out of box now
  - Add configuration options to Fuel UI

Change-Id: I30f2f4889b06f92d0b5ed4101beb6b794700d3d0"
290,fuel-plugin-swift/deployment_scripts/puppet/modules/standalone_swift/manifests/init.pp,"Configure swift draft site.pp

  - So far does not work, installation relies on keystone configuration.
  - Need to add swift, keystone puppet modules to the pugin.

Add standalone_swift puppet module
Improving init.pp

  - Add filter_nodes_nonstrict function
  - Move code from site.pp to init.pp in puppet module
  - Fix problems in init.pp

Change-Id: I32592477aa6a5466fd1e2b5e11dd214ba8a58f41"
291,fuel-plugin-swift/deployment_scripts/puppet/manifests/site.pp,Update tasks.yaml
292,fuel-plugin-swift/deployment_scripts/puppet/modules/standalone_swift/tests/init.pp,"Configure swift draft site.pp

  - So far does not work, installation relies on keystone configuration.
  - Need to add swift, keystone puppet modules to the pugin.

Add standalone_swift puppet module
Improving init.pp

  - Add filter_nodes_nonstrict function
  - Move code from site.pp to init.pp in puppet module
  - Fix problems in init.pp

Change-Id: I32592477aa6a5466fd1e2b5e11dd214ba8a58f41"
293,puppet-sudo/manifests/allow.pp,Initial commit.
294,puppet-sudo/manifests/conf.pp,Initial commit.
295,puppet-sudo/manifests/configs.pp,Initial commit.
296,puppet-sudo/manifests/init.pp,Initial commit.
297,puppet-sudo/manifests/package.pp,Initial commit.
298,puppet-sudo/manifests/package/aix.pp,Initial commit.
299,puppet-sudo/manifests/package/solaris.pp,Initial commit.
300,puppet-sudo/manifests/params.pp,Initial commit.
301,puppet-sudo/tests/init.pp,Initial commit.
302,fuel-plugin-backup/deployment_scripts/backup/modules/backup_ceph/manifests/backup_ceph.pp,"Backup moved to post-deployment

Removed Custom role
Made changes to run backup_ceph.sh on primary_controller node"
303,fuel-plugin-backup/deployment_scripts/backup/modules/backup_etc/manifests/backup_etc.pp,"Added backup mysql, etc, fuel modules"
304,fuel-plugin-backup/deployment_scripts/backup/modules/backup_fuel/manifests/backup_fuel.pp,"Added backup mysql, etc, fuel modules"
305,fuel-plugin-backup/deployment_scripts/backup/modules/backup_mysql/manifests/backup_mysql.pp,"Backup moved to post-deployment

Removed Custom role
Made changes to run backup_ceph.sh on primary_controller node"
306,fuel-plugin-backup/deployment_scripts/backup/modules/ceph_backup/manifests/backup_mysql.pp,Added mysql-backup tasks and plugin structure
307,fuel-plugin-backup/deployment_scripts/backup/modules/ceph_backup/manifests/deploy_hiera_override.pp,Added mysql-backup tasks and plugin structure
308,fuel-plugin-backup/deployment_scripts/backup/modules/mysql_backup/manifests/backup_mysql.pp,Added mysql-backup tasks and plugin structure
309,fuel-plugin-backup/deployment_scripts/backup/modules/mysql_backup/manifests/deploy_hiera_override.pp,Added mysql-backup tasks and plugin structure
310,solar-resources/resources/apache_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
311,solar-resources/resources/apache_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
312,solar-resources/resources/apache_puppet/actions/remove.pp,"Add apache puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
313,solar-resources/resources/apache_puppet/actions/run.pp,"Add apache puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
314,solar-resources/resources/ceph_mon/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
315,solar-resources/resources/ceph_mon/1.0.0/actions/test.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
316,solar-resources/resources/ceph_mon/actions/run.pp,Add ceph_mon resource and example
317,solar-resources/resources/ceph_mon/actions/test.pp,Add ceph_mon resource and example
318,solar-resources/resources/cinder_api_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
319,solar-resources/resources/cinder_api_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
320,solar-resources/resources/cinder_api_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
321,solar-resources/resources/cinder_api_puppet/actions/remove.pp,"Add cinder api puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
322,solar-resources/resources/cinder_api_puppet/actions/run.pp,"Add cinder api puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
323,solar-resources/resources/cinder_api_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
324,solar-resources/resources/cinder_glance_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
325,solar-resources/resources/cinder_glance_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
326,solar-resources/resources/cinder_glance_puppet/actions/remove.pp,"Add cinder_glance resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
327,solar-resources/resources/cinder_glance_puppet/actions/run.pp,"Add cinder_glance resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
328,solar-resources/resources/cinder_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
329,solar-resources/resources/cinder_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
330,solar-resources/resources/cinder_puppet/actions/remove.pp,"Add cinder puppet resource

Populate from autogenerated parameters

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
331,solar-resources/resources/cinder_puppet/actions/run.pp,"Add cinder puppet resource

Populate from autogenerated parameters

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
332,solar-resources/resources/cinder_scheduler_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
333,solar-resources/resources/cinder_scheduler_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
334,solar-resources/resources/cinder_scheduler_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
335,solar-resources/resources/cinder_scheduler_puppet/actions/remove.pp,"Add cinder scheduler puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
336,solar-resources/resources/cinder_scheduler_puppet/actions/run.pp,"Add cinder scheduler puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
337,solar-resources/resources/cinder_scheduler_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
338,solar-resources/resources/cinder_volume_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
339,solar-resources/resources/cinder_volume_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
340,solar-resources/resources/cinder_volume_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
341,solar-resources/resources/cinder_volume_puppet/actions/remove.pp,"Add cinder volume puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
342,solar-resources/resources/cinder_volume_puppet/actions/run.pp,"Add cinder volume puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
343,solar-resources/resources/cinder_volume_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
344,solar-resources/resources/glance_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
345,solar-resources/resources/glance_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
346,solar-resources/resources/glance_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
347,solar-resources/resources/glance_puppet/actions/remove.pp,"Glance-puppet, not fully working yet"
348,solar-resources/resources/glance_puppet/actions/run.pp,"Glance-puppet, not fully working yet"
349,solar-resources/resources/glance_puppet/actions/update.pp,"Glance-puppet, not fully working yet"
350,solar-resources/resources/glance_registry_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
351,solar-resources/resources/glance_registry_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
352,solar-resources/resources/glance_registry_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
353,solar-resources/resources/glance_registry_puppet/actions/remove.pp,"Add glance registry puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
354,solar-resources/resources/glance_registry_puppet/actions/run.pp,"Add glance registry puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
355,solar-resources/resources/glance_registry_puppet/actions/update.pp,"Add glance registry puppet resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
356,solar-resources/resources/keystone_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
357,solar-resources/resources/keystone_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
358,solar-resources/resources/keystone_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
359,solar-resources/resources/keystone_puppet/actions/remove.pp,Puppet: added port to keystone
360,solar-resources/resources/keystone_puppet/actions/run.pp,Keystone can now be deployed using Puppet
361,solar-resources/resources/keystone_puppet/actions/update.pp,Puppet: added port to keystone
362,solar-resources/resources/neutron_agents_dhcp_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
363,solar-resources/resources/neutron_agents_dhcp_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
364,solar-resources/resources/neutron_agents_dhcp_puppet/actions/remove.pp,"Add neutron DHCP agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
365,solar-resources/resources/neutron_agents_dhcp_puppet/actions/run.pp,"Add neutron DHCP agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
366,solar-resources/resources/neutron_agents_l3_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
367,solar-resources/resources/neutron_agents_l3_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
368,solar-resources/resources/neutron_agents_l3_puppet/actions/remove.pp,"Add neutron L3 agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
369,solar-resources/resources/neutron_agents_l3_puppet/actions/run.pp,"Add neutron L3 agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
370,solar-resources/resources/neutron_agents_metadata_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
371,solar-resources/resources/neutron_agents_metadata_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
372,solar-resources/resources/neutron_agents_metadata_puppet/actions/remove.pp,"Add neutron metadata agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
373,solar-resources/resources/neutron_agents_metadata_puppet/actions/run.pp,"Add neutron metadata agent resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
374,solar-resources/resources/neutron_agents_ml2_ovs_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
375,solar-resources/resources/neutron_agents_ml2_ovs_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
376,solar-resources/resources/neutron_agents_ml2_ovs_puppet/actions/remove.pp,"Add neutron agent ovs with ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
377,solar-resources/resources/neutron_agents_ml2_ovs_puppet/actions/run.pp,"Add neutron agent ovs with ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
378,solar-resources/resources/neutron_plugins_ml2_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
379,solar-resources/resources/neutron_plugins_ml2_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
380,solar-resources/resources/neutron_plugins_ml2_puppet/actions/remove.pp,"Add neutron ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
381,solar-resources/resources/neutron_plugins_ml2_puppet/actions/run.pp,"Add neutron ml2 plugin resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
382,solar-resources/resources/neutron_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
383,solar-resources/resources/neutron_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
384,solar-resources/resources/neutron_puppet/actions/remove.pp,neutron_puppet works now with upstream openstack manifests
385,solar-resources/resources/neutron_puppet/actions/run.pp,neutron_puppet works now with upstream openstack manifests
386,solar-resources/resources/neutron_server_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
387,solar-resources/resources/neutron_server_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
388,solar-resources/resources/neutron_server_puppet/actions/remove.pp,"Decouple neutron resource

* Use neutron base and API(server) resources
* Add db and db user for neutron composition layer

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
389,solar-resources/resources/neutron_server_puppet/actions/run.pp,"Decouple neutron resource

* Use neutron base and API(server) resources
* Add db and db user for neutron composition layer

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
390,solar-resources/resources/node_network_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
391,solar-resources/resources/node_network_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
392,solar-resources/resources/node_network_puppet/actions/remove.pp,"Add node_network puppet resource

WIP

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
393,solar-resources/resources/node_network_puppet/actions/run.pp,"Add node_network puppet resource

WIP

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
394,solar-resources/resources/nova_api_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
395,solar-resources/resources/nova_api_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
396,solar-resources/resources/nova_api_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
397,solar-resources/resources/nova_api_puppet/actions/remove.pp,change path
398,solar-resources/resources/nova_api_puppet/actions/run.pp,change path
399,solar-resources/resources/nova_api_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
400,solar-resources/resources/nova_compute_libvirt_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
401,solar-resources/resources/nova_compute_libvirt_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
402,solar-resources/resources/nova_compute_libvirt_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
403,solar-resources/resources/nova_compute_libvirt_puppet/actions/remove.pp,"Add nova comp libvirt resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
404,solar-resources/resources/nova_compute_libvirt_puppet/actions/run.pp,"Add nova comp libvirt resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
405,solar-resources/resources/nova_compute_libvirt_puppet/actions/update.pp,Added update action to nova_compute_libvirt_puppet
406,solar-resources/resources/nova_compute_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
407,solar-resources/resources/nova_compute_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
408,solar-resources/resources/nova_compute_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
409,solar-resources/resources/nova_compute_puppet/actions/remove.pp,"Add nova compute resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
410,solar-resources/resources/nova_compute_puppet/actions/run.pp,"Add nova compute resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
411,solar-resources/resources/nova_compute_puppet/actions/update.pp,Add update action for nova_compute
412,solar-resources/resources/nova_conductor_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
413,solar-resources/resources/nova_conductor_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
414,solar-resources/resources/nova_conductor_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
415,solar-resources/resources/nova_conductor_puppet/actions/remove.pp,"Add nova conductor resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
416,solar-resources/resources/nova_conductor_puppet/actions/run.pp,"Add nova conductor resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
417,solar-resources/resources/nova_conductor_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
418,solar-resources/resources/nova_generic_service_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
419,solar-resources/resources/nova_generic_service_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
420,solar-resources/resources/nova_generic_service_puppet/1.0.0/actions/update.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
421,solar-resources/resources/nova_generic_service_puppet/actions/remove.pp,"Fix nova_generic_service resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
422,solar-resources/resources/nova_generic_service_puppet/actions/run.pp,"Fix nova_generic_service resource

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
423,solar-resources/resources/nova_generic_service_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
424,solar-resources/resources/nova_neutron_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
425,solar-resources/resources/nova_neutron_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
426,solar-resources/resources/nova_neutron_puppet/actions/remove.pp,"Add nova_neutron resource.

Includes configuration only classes for nova compute:
nova::network::neutron and nova::compute::neutron
Combined into the single resource as the latter one
is too small (it has only 2 conf params)

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
427,solar-resources/resources/nova_neutron_puppet/actions/run.pp,"Add nova_neutron resource.

Includes configuration only classes for nova compute:
nova::network::neutron and nova::compute::neutron
Combined into the single resource as the latter one
is too small (it has only 2 conf params)

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
428,solar-resources/resources/nova_puppet/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
429,solar-resources/resources/nova_puppet/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
430,solar-resources/resources/nova_puppet/actions/remove.pp,"Create nova base puppet resource

Also align composition layer:
- rename nova_api to nova_puppet
- adjust connections

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
431,solar-resources/resources/nova_puppet/actions/run.pp,"Create nova base puppet resource

Also align composition layer:
- rename nova_api to nova_puppet
- adjust connections

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
432,solar-resources/resources/rabbitmq_service/1.0.0/actions/remove.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
433,solar-resources/resources/rabbitmq_service/1.0.0/actions/run.pp,"Change resources structure to match repository one

Change-Id: Ie8d8c092e64890af2f0886303ef3f16752ba5b76"
434,solar-resources/resources/rabbitmq_service/actions/remove.pp,Rabbimtq service from puppet
435,solar-resources/resources/rabbitmq_service/actions/run.pp,Rabbimtq service from puppet
436,solar-resources/resources/neutron_server_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
437,solar-resources/resources/nova_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
438,solar-resources/resources/cinder_puppet/actions/update.pp,Add and fix update actions. changing db_port should work now
439,solar-resources/resources/nova_generic_service/actions/remove.pp,"Add nova generic service resource

* The generic service resource may be used
to deploy multiple nova services like vncproxy,
scheduler, consoleauth etc.
* Add composition layer for the scheduler service

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
440,solar-resources/resources/nova_generic_service/actions/run.pp,"Add nova generic service resource

* The generic service resource may be used
to deploy multiple nova services like vncproxy,
scheduler, consoleauth etc.
* Add composition layer for the scheduler service

Signed-off-by: Bogdan Dobrelya <bdobrelia@mirantis.com>"
